Date,Open,High,Low,Close,Adj Close,Volume
2022-02-25,171.94,177.70,170.35,177.53,170.07,986,400
2022-02-24,164.03,171.47,163.29,171.30,164.10,1,208,900
2022-02-23,178.72,179.98,168.90,169.10,161.52,1,231,200
2022-02-22,180.44,183.69,177.51,177.99,170.01,920,700
2022-02-18,182.17,183.91,180.86,181.76,173.61,690,300
2022-02-17,183.75,184.27,181.54,182.28,174.11,816,600
2022-02-16,182.10,186.11,180.89,185.48,177.16,1,023,100
2022-02-15,179.73,184.45,178.13,183.62,175.39,1,010,300
2022-02-14,178.75,180.09,175.28,176.10,168.20,1,506,000
2022-02-11,183.62,184.08,178.27,178.75,170.73,1,826,000
2022-02-10,186.54,187.78,182.55,183.37,175.15,1,700,600
2022-02-09,198.55,199.77,188.65,189.96,181.44,2,115,400
2022-02-08,191.85,195.29,190.72,194.76,186.03,786,700
2022-02-07,192.58,193.58,189.35,191.31,182.73,638,200
2022-02-04,192.58,194.37,189.83,192.30,183.68,691,300
2022-02-03,192.81,195.78,192.22,192.97,184.32,1,473,100
2022-02-02,189.97,195.31,189.97,194.60,185.87,925,400
2022-02-01,188.69,189.98,185.97,189.40,180.91,704,600
2022-01-31,184.16,189.15,183.80,189.05,180.57,986,200
2022-01-28,181.57,184.86,178.59,184.53,176.26,806,900
2022-01-27,184.75,188.04,180.31,181.73,173.58,775,700
2022-01-26,182.38,188.22,179.89,182.49,174.31,1,170,500
2022-01-25,181.33,183.34,178.24,180.85,172.74,1,017,700
2022-01-24,182.37,185.68,177.40,185.15,176.85,1,193,100
2022-01-21,188.64,189.60,184.33,184.66,176.38,696,700
2022-01-20,190.72,194.48,188.45,188.98,180.51,831,500
2022-01-19,190.37,192.58,189.05,189.40,180.91,1,075,200
2022-01-18,188.49,191.16,188.08,189.94,181.42,768,500
2022-01-14,192.08,193.32,188.16,191.64,183.05,687,500
2022-01-13,198.24,198.92,193.69,194.05,185.35,525,600
2022-01-12,200.82,202.78,197.06,197.40,188.55,558,000
2022-01-11,201.11,201.98,196.83,200.42,191.43,927,000
2022-01-10,196.38,200.60,192.29,200.21,191.23,1,232,700
2022-01-07,205.90,206.54,198.33,198.38,189.48,1,122,500
2022-01-06,203.66,206.62,202.65,206.21,196.96,1,306,500
2022-01-05,207.65,208.13,203.25,203.53,194.40,841,700
2022-01-04,205.60,208.71,205.60,208.13,198.80,804,200
2022-01-03,205.34,206.99,203.38,205.01,195.82,850,000
2021-12-31,203.55,205.69,202.64,204.78,195.60,386,400
2021-12-30,207.16,207.55,203.81,203.97,194.82,315,100
2021-12-29,205.66,207.47,205.35,206.83,197.56,331,100
2021-12-28,207.67,207.67,205.09,205.60,196.38,291,500
2021-12-27,203.45,207.19,203.16,207.02,197.74,461,200
2021-12-23,198.07,203.85,198.07,202.76,193.67,637,100
2021-12-22,193.82,198.95,193.12,198.87,189.95,606,100
2021-12-21,188.69,193.77,187.66,193.30,184.63,621,600
2021-12-20,186.89,187.33,182.05,186.74,178.37,967,100
2021-12-17,187.99,194.02,187.54,190.07,181.55,8,374,300
2021-12-16,193.60,193.60,187.15,187.83,179.41,1,117,000
2021-12-15,189.95,192.27,185.96,192.15,183.53,966,100
2021-12-14,191.27,192.58,187.50,189.69,181.18,878,900
2021-12-13,193.81,194.07,190.55,191.75,183.15,912,600
2021-12-10,196.50,196.64,192.99,194.87,186.13,639,200
2021-12-09,197.80,198.39,194.60,194.69,185.96,556,600
2021-12-08,199.28,200.40,197.68,198.82,189.90,522,900
2021-12-07,196.40,198.90,194.84,198.21,189.32,546,000
2021-12-06,193.03,196.53,193.01,194.38,185.66,658,000
2021-12-03,194.02,194.93,190.05,191.67,183.07,870,600
2021-12-02,185.88,194.94,185.88,193.62,184.94,735,300
2021-12-01,192.01,194.09,184.71,184.81,176.52,1,033,100
2021-11-30,194.36,196.93,188.01,189.36,180.87,1,496,800
2021-11-29,193.86,196.32,192.95,194.80,186.06,839,300
2021-11-26,198.29,199.93,190.01,191.16,182.59,522,500
2021-11-24,194.84,199.91,194.84,199.79,190.83,515,400
2021-11-23,195.32,197.08,192.68,195.84,187.06,603,500
2021-11-22,196.89,200.53,195.00,196.20,186.92,660,000
2021-11-19,195.39,198.10,194.85,196.06,186.79,748,300
2021-11-18,195.27,195.71,192.65,195.23,186.00,596,000
2021-11-17,195.14,195.79,194.24,195.24,186.01,681,700
2021-11-16,190.35,195.61,189.94,194.98,185.76,914,900
2021-11-15,191.47,192.75,190.31,190.85,181.83,532,400
2021-11-12,189.63,191.72,188.18,191.08,182.05,384,900
2021-11-11,188.69,190.86,186.36,188.32,179.42,511,200
2021-11-10,185.76,191.42,185.76,188.80,179.87,950,500
2021-11-09,185.65,188.01,185.29,187.02,178.18,744,400
2021-11-08,187.78,188.95,184.60,185.32,176.56,662,200
2021-11-05,185.81,189.82,185.22,187.07,178.23,1,369,600
2021-11-04,187.49,189.05,184.68,185.00,176.25,1,136,700
2021-11-03,189.38,189.38,182.02,185.54,176.77,831,100
2021-11-02,187.55,189.55,186.37,189.21,180.26,882,600
2021-11-01,186.79,189.14,186.79,187.64,178.77,704,900
2021-10-29,184.25,187.27,184.25,186.65,177.83,502,900
2021-10-28,184.85,187.47,184.67,185.94,177.15,648,300
2021-10-27,188.46,188.46,184.13,184.37,175.65,645,700
2021-10-26,192.28,192.28,188.28,188.47,179.56,628,500
2021-10-25,191.58,192.92,190.41,191.54,182.48,431,000
2021-10-22,190.55,193.11,190.55,191.47,182.42,431,700
2021-10-21,188.28,190.67,187.65,190.55,181.54,585,200
2021-10-20,188.06,189.49,187.72,188.39,179.48,697,500
2021-10-19,186.74,187.77,185.56,187.63,178.76,550,400
2021-10-18,178.97,190.72,178.96,186.23,177.43,1,628,800
2021-10-15,177.79,179.14,177.11,177.72,169.32,709,400
2021-10-14,175.81,178.23,174.64,177.53,169.14,716,500
2021-10-13,174.50,175.63,172.88,174.02,165.79,761,900
2021-10-12,175.55,175.80,173.15,173.61,165.40,613,400
2021-10-11,175.60,176.49,174.37,174.57,166.32,593,400
2021-10-08,178.03,178.08,176.12,176.88,168.52,558,700
2021-10-07,177.28,178.78,176.58,177.46,169.07,817,100
2021-10-06,178.55,178.55,172.24,175.53,167.23,1,253,900
2021-10-05,183.06,185.67,181.82,184.13,175.42,576,800
2021-10-04,185.24,187.47,182.22,182.65,174.01,1,010,600
2021-10-01,182.66,186.42,180.25,185.71,176.93,850,600
2021-09-30,186.01,187.10,181.89,182.02,173.41,919,300
2021-09-29,188.12,188.67,183.94,185.39,176.63,468,300
2021-09-28,190.65,191.09,185.59,186.14,177.34,603,400
2021-09-27,191.98,193.76,191.45,192.29,183.20,446,400
2021-09-24,191.55,193.70,191.11,193.06,183.93,439,800
2021-09-23,189.12,194.31,189.07,192.52,183.42,401,400
2021-09-22,188.54,190.89,188.54,189.63,180.66,490,800
2021-09-21,188.31,188.99,185.76,187.76,178.88,656,700
2021-09-20,187.60,190.00,185.72,187.80,178.92,800,800
2021-09-17,192.88,193.68,190.17,191.14,182.10,1,866,800
2021-09-16,194.22,195.86,193.75,194.34,185.15,801,100
2021-09-15,192.71,195.53,191.48,195.09,185.87,1,130,500
2021-09-14,198.70,198.70,192.51,193.48,184.33,820,400
2021-09-13,199.86,200.09,195.35,196.77,187.47,603,700
2021-09-10,200.41,201.92,197.71,197.99,188.63,541,300
2021-09-09,200.07,202.12,199.33,199.55,190.12,632,300
2021-09-08,200.39,200.66,198.50,200.39,190.92,658,900
2021-09-07,201.80,202.26,200.27,201.25,191.74,512,700
2021-09-03,202.36,203.82,202.16,202.70,193.12,384,400
2021-09-02,200.67,203.34,200.67,203.26,193.65,471,300
2021-09-01,200.95,201.36,198.40,200.29,190.82,529,000
2021-08-31,200.76,201.35,199.32,200.61,191.13,984,600
2021-08-30,199.79,201.36,198.62,200.74,191.25,654,200
2021-08-27,197.85,199.45,196.87,199.25,189.83,781,200
2021-08-26,198.36,199.11,197.25,198.07,188.71,540,000
2021-08-25,196.65,199.10,196.38,198.38,189.00,542,200
2021-08-24,196.75,198.22,196.50,196.95,187.64,494,900
2021-08-23,196.34,197.31,195.43,196.90,187.21,390,500
2021-08-20,194.62,196.53,194.20,195.77,186.14,520,000
2021-08-19,193.35,195.17,192.02,194.33,184.77,633,200
2021-08-18,196.39,197.83,195.04,195.27,185.66,424,500
2021-08-17,198.98,198.98,194.95,196.69,187.01,612,600
2021-08-16,198.10,199.05,196.77,199.02,189.23,804,300
2021-08-13,191.34,198.54,191.34,198.32,188.56,651,500
2021-08-12,195.80,198.29,195.26,197.91,188.17,622,300
2021-08-11,192.45,196.24,191.84,195.96,186.32,893,000
2021-08-10,190.22,192.77,189.38,191.52,182.09,774,900
2021-08-09,188.97,190.04,188.00,189.63,180.30,592,200
2021-08-06,189.95,192.72,189.67,190.05,180.70,687,000
2021-08-05,190.01,191.05,187.32,190.62,181.24,806,600
2021-08-04,183.28,190.67,179.24,188.24,178.98,1,219,300
2021-08-03,184.51,185.41,182.33,185.29,176.17,693,500
2021-08-02,184.80,185.45,183.28,183.67,174.63,575,300
2021-07-30,182.74,183.45,181.53,183.35,174.33,670,800
2021-07-29,180.84,183.78,180.83,183.11,174.10,412,400
2021-07-28,181.57,182.16,179.56,180.32,171.45,544,300
2021-07-27,180.75,182.49,178.88,181.30,172.38,534,400
2021-07-26,180.22,182.40,180.22,181.58,172.64,453,300
2021-07-23,178.57,181.06,177.96,180.95,172.04,367,900
2021-07-22,177.52,177.94,176.64,177.46,168.73,458,100
2021-07-21,176.66,177.94,175.96,177.25,168.53,545,600
2021-07-20,173.32,177.76,172.59,176.24,167.57,626,000
2021-07-19,172.17,173.95,171.33,172.43,163.94,600,700
2021-07-16,176.07,177.41,174.30,174.44,165.86,446,800
2021-07-15,175.52,175.66,173.98,175.36,166.73,436,900
2021-07-14,175.19,176.77,174.99,176.05,167.39,705,700
2021-07-13,175.59,177.02,173.87,174.16,165.59,653,400
2021-07-12,177.63,178.54,175.75,176.33,167.65,627,300
2021-07-09,176.28,178.61,176.07,177.98,169.22,775,400
2021-07-08,176.77,179.57,176.00,176.83,168.13,664,300
2021-07-07,176.65,178.95,175.23,178.83,170.03,620,300
2021-07-06,176.65,176.98,173.96,175.97,167.31,955,500
2021-07-02,176.52,177.68,176.12,176.89,168.18,409,800
2021-07-01,174.86,176.69,173.43,175.80,167.15,537,500
2021-06-30,176.09,176.99,174.38,174.65,166.05,594,700
2021-06-29,173.31,176.49,173.31,176.33,167.65,617,000
2021-06-28,172.24,173.98,171.80,173.79,165.24,803,500
2021-06-25,170.00,172.58,169.22,171.77,163.32,1,102,700
2021-06-24,170.00,170.45,168.61,170.29,161.91,465,400
2021-06-23,170.86,171.44,168.85,169.10,160.78,883,600
2021-06-22,169.25,171.83,168.72,171.14,162.72,707,200
2021-06-21,166.90,170.39,166.12,169.73,161.38,602,800
2021-06-18,168.19,169.41,164.63,165.78,157.62,1,457,900
2021-06-17,170.93,171.54,168.20,169.24,160.91,1,079,800
2021-06-16,170.92,173.29,169.90,171.73,163.28,1,300,100
2021-06-15,169.61,172.00,168.98,170.93,162.52,853,700
2021-06-14,168.68,169.62,167.92,169.30,160.97,650,500
2021-06-11,168.49,168.76,166.98,168.66,160.36,588,800
2021-06-10,166.17,167.44,165.21,167.41,159.17,385,600
2021-06-09,167.00,167.29,165.69,165.81,157.65,456,300
2021-06-08,166.50,167.49,165.71,166.48,158.29,432,800
2021-06-07,167.07,167.82,165.36,165.76,157.60,682,700
2021-06-04,165.76,168.23,165.51,167.49,159.25,622,500
2021-06-03,163.04,166.12,162.47,165.28,157.15,780,500
2021-06-02,164.59,165.96,164.36,164.96,156.84,641,100
2021-06-01,165.96,166.94,163.46,163.87,155.81,817,700
2021-05-28,167.31,168.08,162.94,165.42,157.28,948,000
2021-05-27,166.93,168.14,166.04,167.18,158.95,1,271,200
2021-05-26,166.80,167.37,164.92,166.08,157.91,1,283,500
2021-05-25,169.59,169.85,166.36,166.73,158.52,450,900
2021-05-24,169.23,169.98,168.03,168.56,160.26,471,600
2021-05-21,168.52,169.76,167.07,168.07,159.42,772,900
2021-05-20,168.03,168.76,166.86,168.06,159.41,847,500
2021-05-19,164.92,168.24,164.35,168.03,159.38,569,900
2021-05-18,169.56,169.84,167.80,167.87,159.23,736,800
2021-05-17,167.89,169.27,166.62,169.14,160.43,642,000
2021-05-14,169.88,170.06,166.35,169.45,160.73,878,300
2021-05-13,164.95,169.76,163.66,168.53,159.85,1,242,300
2021-05-12,164.63,166.43,162.57,163.48,155.06,1,228,100
2021-05-11,168.60,169.64,166.66,167.64,159.01,1,497,800
2021-05-10,174.87,175.39,171.40,171.42,162.60,545,600
2021-05-07,172.67,175.38,171.97,174.87,165.87,784,500
2021-05-06,171.06,172.92,166.41,172.60,163.72,1,314,500
2021-05-05,174.65,176.00,169.04,171.40,162.58,1,464,500
2021-05-04,178.56,179.10,175.02,176.30,167.22,973,400
2021-05-03,180.26,180.77,177.51,179.20,169.98,724,600
2021-04-30,181.46,181.46,177.86,178.33,169.15,863,400
2021-04-29,183.22,184.02,181.95,182.50,173.11,515,600
2021-04-28,183.43,183.85,181.11,182.03,172.66,423,200
2021-04-27,183.01,183.72,181.67,183.49,174.04,472,300
2021-04-26,182.76,184.00,181.64,183.11,173.68,613,800
2021-04-23,181.91,183.52,180.93,182.61,173.21,775,200
2021-04-22,182.67,183.11,180.26,180.87,171.56,587,800
2021-04-21,181.38,182.61,180.80,181.83,172.47,816,100
2021-04-20,181.31,183.63,179.72,180.74,171.44,784,700
2021-04-19,183.10,184.06,181.91,182.20,172.82,856,500
2021-04-16,184.58,184.58,181.58,184.01,174.54,965,600
2021-04-15,178.78,181.04,176.92,180.82,171.51,893,700
2021-04-14,176.99,178.93,175.44,178.13,168.96,1,199,600
2021-04-13,174.05,176.18,173.59,175.89,166.84,577,800
2021-04-12,175.44,175.56,173.32,174.25,165.28,777,500
2021-04-09,173.80,175.68,172.70,175.44,166.41,855,200
2021-04-08,176.33,176.33,172.18,174.59,165.60,782,800
2021-04-07,171.29,171.30,169.85,170.32,161.55,483,700
2021-04-06,170.79,171.56,169.56,171.52,162.69,785,700
2021-04-05,170.40,172.79,169.50,171.53,162.70,704,400
2021-04-01,167.63,169.64,166.59,169.44,160.72,722,800
2021-03-31,165.77,166.40,164.06,165.75,157.22,763,400
2021-03-30,163.97,165.33,161.34,164.82,156.34,549,400
2021-03-29,167.74,168.96,163.80,165.06,156.56,821,700
2021-03-26,158.75,168.03,158.59,167.90,159.26,1,342,600
2021-03-25,156.01,160.40,154.53,159.62,151.40,1,004,600
2021-03-24,156.74,159.63,156.10,156.41,148.36,819,000
2021-03-23,158.85,159.93,155.18,156.06,148.03,773,300
2021-03-22,158.20,160.35,157.18,159.30,151.10,639,600
2021-03-19,156.27,159.42,154.74,158.03,149.90,1,663,400
2021-03-18,157.30,159.92,156.59,157.10,149.01,766,300
2021-03-17,160.15,160.63,157.57,160.40,152.14,715,700
2021-03-16,162.13,162.20,160.02,160.97,152.68,524,600
2021-03-15,159.69,161.34,158.50,161.27,152.97,504,500
2021-03-12,161.02,162.00,158.99,160.06,151.82,639,900
2021-03-11,157.11,161.01,156.18,159.99,151.75,703,100
2021-03-10,155.67,158.27,154.29,156.44,148.39,684,700
2021-03-09,155.87,157.32,154.17,154.47,146.52,849,200
2021-03-08,154.07,157.20,152.91,155.14,147.15,774,000
2021-03-05,153.82,155.25,149.22,154.48,146.53,891,200
2021-03-04,154.88,155.78,148.91,151.44,143.64,1,072,100
2021-03-03,156.49,157.00,154.38,155.66,147.65,961,100
2021-03-02,160.00,160.81,156.84,157.10,149.01,701,700
2021-03-01,160.10,161.86,158.62,160.57,152.30,786,800
2021-02-26,158.36,159.71,155.67,156.89,148.81,954,900
2021-02-25,160.97,161.42,156.51,156.89,148.81,789,300
2021-02-24,154.63,162.73,154.01,162.10,153.76,701,000
2021-02-23,158.46,158.46,154.43,157.18,148.71,772,300
2021-02-22,158.60,160.78,158.32,159.32,150.73,638,000
2021-02-19,157.25,162.42,156.80,160.75,152.09,1,035,400
2021-02-18,156.80,158.08,156.55,156.65,148.21,672,200
2021-02-17,155.61,158.58,154.30,157.86,149.35,871,300
2021-02-16,154.78,156.77,154.66,155.93,147.53,740,000
2021-02-12,157.02,157.02,154.41,155.40,147.03,573,700
2021-02-11,156.98,157.10,154.16,156.91,148.45,730,400
2021-02-10,155.26,157.94,154.31,157.34,148.86,1,034,200
2021-02-09,150.39,151.75,149.27,151.56,143.39,754,600
2021-02-08,152.08,153.95,150.02,150.39,142.29,1,436,100
2021-02-05,151.27,151.27,147.52,150.97,142.83,630,900
2021-02-04,145.71,149.99,144.82,149.98,141.90,1,211,700
2021-02-03,140.53,141.92,139.37,140.99,133.39,768,200
2021-02-02,138.74,142.40,138.37,141.44,133.82,713,300
2021-02-01,133.47,139.31,132.71,138.16,130.71,1,230,700
2021-01-29,133.26,134.41,130.22,131.66,124.56,1,108,800
2021-01-28,133.63,136.41,132.65,134.50,127.25,986,700
2021-01-27,132.96,134.29,130.35,133.02,125.85,963,400
2021-01-26,136.14,136.14,133.21,134.24,127.01,461,300
2021-01-25,135.82,137.01,134.84,135.23,127.94,610,100
2021-01-22,136.49,137.25,135.32,135.32,128.03,804,800
2021-01-21,135.83,137.80,134.76,137.67,130.25,750,200
2021-01-20,133.85,136.82,133.10,136.15,128.81,774,600
2021-01-19,133.45,134.88,130.01,132.97,125.80,784,300
2021-01-15,134.21,134.64,131.17,133.66,126.46,811,000
2021-01-14,135.18,136.21,134.45,134.80,127.54,677,700
2021-01-13,134.38,136.23,134.10,134.95,127.68,972,700
2021-01-12,133.28,135.74,132.91,134.42,127.18,652,400
2021-01-11,133.01,135.16,132.76,133.65,126.45,686,400
2021-01-08,132.19,135.74,132.00,134.59,127.34,999,400
2021-01-07,129.12,132.62,128.58,131.97,124.86,1,482,600
2021-01-06,127.22,130.37,127.22,128.90,121.95,964,200
2021-01-05,126.19,128.33,125.66,127.84,120.95,1,026,200
2021-01-04,131.75,132.81,125.46,127.16,120.31,1,073,800
2020-12-31,129.82,132.17,129.40,131.79,124.69,493,700
2020-12-30,129.33,131.47,129.00,130.00,122.99,483,600
2020-12-29,132.01,133.89,128.84,129.47,122.49,740,600
2020-12-28,130.75,131.51,129.63,131.06,124.00,954,100
2020-12-24,130.46,130.53,128.25,129.23,122.27,392,900
2020-12-23,131.41,132.59,129.67,129.85,122.85,782,500
2020-12-22,131.35,131.65,129.47,130.75,123.70,1,207,100
2020-12-21,131.75,132.13,129.30,130.99,123.93,1,153,600
2020-12-18,135.85,136.63,133.27,134.37,127.13,2,098,300
2020-12-17,128.91,135.38,128.91,135.24,127.95,885,700
2020-12-16,132.71,133.19,131.77,132.26,125.13,570,100
2020-12-15,132.19,133.26,131.76,132.83,125.67,650,100
2020-12-14,131.57,134.11,130.75,131.73,124.63,937,000
2020-12-11,130.72,131.61,128.82,130.70,123.66,689,100
2020-12-10,131.50,132.37,130.90,131.71,124.61,542,600
2020-12-09,133.00,133.46,131.11,131.95,124.84,687,800
2020-12-08,133.60,134.32,132.32,132.94,125.78,1,203,400
2020-12-07,133.25,134.75,132.00,132.94,125.78,742,400
2020-12-04,131.55,134.38,131.35,133.50,126.31,925,400
2020-12-03,130.81,132.95,130.74,131.25,124.18,610,900
2020-12-02,131.97,132.28,130.61,131.21,124.14,587,000
2020-12-01,131.93,133.10,131.03,132.02,124.91,985,800
2020-11-30,131.50,131.50,129.06,130.49,123.46,1,082,000
2020-11-27,132.11,132.42,131.08,132.23,125.10,357,100
2020-11-25,136.24,136.34,131.33,131.94,124.83,786,800
2020-11-24,131.85,137.67,131.67,136.82,129.45,1,970,100
2020-11-23,132.26,132.69,130.23,131.22,123.77,1,102,800
2020-11-20,132.45,133.60,131.92,131.95,124.46,783,700
2020-11-19,134.74,135.07,131.05,132.78,125.24,1,418,900
2020-11-18,137.10,138.11,135.67,135.73,128.02,1,481,000
2020-11-17,137.61,138.96,136.33,136.78,129.01,711,400
2020-11-16,139.31,140.82,138.57,139.08,131.18,677,900
2020-11-13,136.99,138.43,136.82,137.59,129.78,1,199,500
2020-11-12,138.46,139.23,135.26,135.56,127.86,456,400
2020-11-11,138.32,139.34,136.87,138.70,130.83,582,300
2020-11-10,141.33,144.22,136.87,137.53,129.72,1,310,300
2020-11-09,141.09,146.95,141.09,143.95,135.78,1,568,900
2020-11-06,138.30,139.49,137.11,138.05,130.21,676,100
2020-11-05,135.22,139.75,135.11,138.18,130.34,1,322,200
2020-11-04,132.15,135.95,130.09,133.85,126.25,993,800
2020-11-03,130.05,131.81,127.66,130.72,123.30,676,900
2020-11-02,125.17,129.46,123.22,126.45,119.27,1,247,600
2020-10-30,119.94,123.20,118.61,122.60,115.64,1,147,000
2020-10-29,117.28,122.09,117.02,120.95,114.08,733,100
2020-10-28,120.33,120.75,118.31,118.73,111.99,706,900
2020-10-27,125.35,126.20,123.12,123.28,116.28,620,100
2020-10-26,128.27,129.61,124.22,125.67,118.54,426,500
2020-10-23,130.30,130.54,128.67,130.00,122.62,310,900
2020-10-22,128.52,129.83,127.32,129.44,122.09,337,800
2020-10-21,129.75,130.30,128.09,128.84,121.53,468,900
2020-10-20,130.72,131.39,128.91,129.32,121.98,422,200
2020-10-19,130.21,132.25,128.12,128.86,121.54,482,400
2020-10-16,130.75,131.76,129.30,130.62,123.20,393,800
2020-10-15,127.58,130.16,127.00,129.80,122.43,473,900
2020-10-14,130.38,131.13,129.39,129.52,122.17,673,200
2020-10-13,130.53,131.22,129.69,129.93,122.55,688,900
2020-10-12,127.86,130.81,126.48,130.01,122.63,596,300
2020-10-09,127.25,127.83,125.62,125.99,118.84,506,700
2020-10-08,126.73,127.16,125.57,126.20,119.04,404,300
2020-10-07,124.68,126.24,124.30,125.93,118.78,497,900
2020-10-06,126.13,127.24,122.52,123.07,116.08,985,900
2020-10-05,124.35,126.43,124.06,125.88,118.73,653,700
2020-10-02,120.64,124.62,120.42,123.49,116.48,1,128,300
2020-10-01,120.45,124.53,120.45,123.50,116.49,1,000,800
2020-09-30,118.53,121.89,118.10,119.53,112.74,1,013,400
2020-09-29,116.99,118.97,116.51,118.11,111.40,786,200
2020-09-28,114.44,116.72,113.11,116.50,109.89,1,214,900
2020-09-25,110.25,112.86,109.67,112.74,106.34,688,600
2020-09-24,108.63,111.98,108.14,110.43,104.16,911,100
2020-09-23,111.01,112.13,108.01,109.21,103.01,946,400
2020-09-22,108.33,110.31,105.87,110.17,103.92,847,700
2020-09-21,110.89,111.47,108.49,108.81,102.63,1,031,900
2020-09-18,115.00,115.26,112.17,112.82,106.41,1,240,200
2020-09-17,112.07,114.48,111.76,114.23,107.74,908,900
2020-09-16,115.11,116.65,113.64,113.91,107.44,894,200
2020-09-15,113.32,115.51,113.20,114.18,107.70,468,900
2020-09-14,112.36,114.82,111.86,113.15,106.73,764,900
2020-09-11,109.25,111.55,109.05,111.32,105.00,1,073,800
2020-09-10,111.00,112.05,109.36,110.08,103.83,1,083,300
2020-09-09,112.47,112.79,109.52,110.55,104.27,637,900
2020-09-08,112.14,114.16,111.59,111.72,105.38,1,157,200
2020-09-04,113.74,115.42,111.54,114.25,107.76,1,383,600
