Date,Open,High,Low,Close,Volume
"Oct 5, 2022","291.41","298.81","289.18","297.38","3,469,600"
"Oct 4, 2022","290.95","296.79","290.18","294.97","4,509,200"
"Oct 3, 2022","278.27","286.90","277.00","285.24","3,738,100"
"Sep 30, 2022","279.69","284.29","274.85","275.20","4,578,800"
"Sep 29, 2022","277.80","279.59","275.01","278.25","5,155,300"
"Sep 28, 2022","280.38","282.74","275.37","281.40","4,985,100"
"Sep 27, 2022","281.70","284.50","274.73","277.57","6,390,900"
"Sep 26, 2022","286.03","288.90","276.75","276.96","6,746,200"
"Sep 23, 2022","285.57","288.55","280.70","284.56","4,739,300"
"Sep 22, 2022","282.00","289.55","280.06","287.06","5,657,600"
"Sep 21, 2022","292.84","297.94","286.22","286.30","4,913,100"
"Sep 20, 2022","292.82","294.08","287.81","291.06","6,548,800"
"Sep 19, 2022","294.88","299.28","293.46","296.06","6,593,400"
"Sep 16, 2022","298.32","300.20","292.14","299.50","14,948,100"
"Sep 15, 2022","323.15","329.00","305.00","309.13","27,840,200"
"Sep 14, 2022","369.57","374.24","365.61","371.52","3,004,400"
"Sep 13, 2022","382.55","383.58","367.37","368.39","4,175,100"
"Sep 12, 2022","391.09","396.39","389.28","396.36","2,854,800"
"Sep 9, 2022","390.19","396.09","389.67","394.78","2,998,900"
"Sep 8, 2022","377.20","386.66","375.20","383.63","2,276,800"
"Sep 7, 2022","368.20","381.52","367.19","379.72","2,385,500"
"Sep 6, 2022","367.23","374.30","365.37","368.30","2,564,400"
"Sep 2, 2022","374.53","382.00","365.43","368.14","2,450,500"
"Sep 1, 2022","371.00","371.64","361.72","370.53","2,574,400"
"Aug 31, 2022","378.53","381.15","372.50","373.44","3,193,900"
"Aug 30, 2022","379.92","380.66","371.06","375.07","1,835,000"
"Aug 29, 2022","380.09","382.86","374.82","375.26","2,410,300"
"Aug 26, 2022","403.99","405.54","380.50","381.02","3,600,100"
"Aug 25, 2022","405.79","406.67","392.92","403.93","3,062,400"
"Aug 24, 2022","410.68","413.24","405.33","405.65","1,883,900"
"Aug 23, 2022","410.37","415.70","409.20","410.41","1,392,200"
"Aug 22, 2022","419.41","419.79","410.08","411.35","2,074,600"
"Aug 19, 2022","431.58","432.50","424.62","425.06","2,007,700"
"Aug 18, 2022","438.61","441.39","437.01","439.03","1,402,300"
"Aug 17, 2022","440.87","442.99","436.11","437.82","1,894,400"
"Aug 16, 2022","446.12","450.09","440.10","447.56","2,139,500"
"Aug 15, 2022","445.07","451.15","442.14","451.02","2,503,400"
"Aug 12, 2022","439.61","446.00","436.58","445.67","2,150,400"
"Aug 11, 2022","445.26","445.61","434.40","434.89","1,756,600"
"Aug 10, 2022","441.42","443.22","436.20","438.40","2,634,400"
"Aug 9, 2022","434.34","434.59","424.62","426.57","1,977,300"
"Aug 8, 2022","435.00","440.30","432.48","434.34","2,202,000"
"Aug 5, 2022","423.00","434.54","421.00","433.43","2,481,400"
"Aug 4, 2022","425.45","431.15","419.63","430.59","2,745,600"
"Aug 3, 2022","412.81","426.04","412.02","424.54","2,403,500"
"Aug 2, 2022","405.34","412.42","402.25","409.96","2,165,500"
"Aug 1, 2022","406.51","417.16","405.07","411.09","1,910,000"
"Jul 29, 2022","404.69","411.38","400.89","410.12","2,669,800"
"Jul 28, 2022","392.76","406.15","390.06","403.50","2,421,700"
"Jul 27, 2022","385.08","394.91","383.41","392.78","2,678,000"
"Jul 26, 2022","393.58","393.58","378.16","379.26","2,368,500"
"Jul 25, 2022","400.11","400.77","388.57","391.96","2,340,500"
"Jul 22, 2022","410.03","414.62","398.63","401.90","2,413,200"
"Jul 21, 2022","404.12","409.65","399.24","408.91","2,009,900"
"Jul 20, 2022","392.19","403.13","390.07","401.49","2,746,800"
"Jul 19, 2022","382.89","388.32","378.00","387.83","1,977,600"
"Jul 18, 2022","383.83","385.57","374.01","375.23","1,866,400"
"Jul 15, 2022","377.79","384.47","376.86","379.86","2,488,300"
